og,level,nm,description,COG_categories,OG_ID
32SS8,2,336,Belongs to the UPF0311 family,S,32SS8@2
32SSE,2,32,,S,32SSE@2
32SSJ,2,401,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,S,32SSJ@2
32SSN,2,131,"HicA toxin of bacterial toxin-antitoxin,",S,32SSN@2
32SSW,2,119,,S,32SSW@2
32SSX,2,362,Domain of unknown function (DUF4129),S,32SSX@2
32ST0,2,46,,S,32ST0@2
32ST9,2,39,,S,32ST9@2
32STG,2,119,Protein of unknown function (DUF1161),S,32STG@2
32STK,2,232,Protein of unknown function (DUF1107),S,32STK@2
32STX,2,59,"Holin of 3TMs, for gene-transfer release",S,32STX@2
32SU1,2,82,,S,32SU1@2
32SU5,2,161,,S,32SU5@2
32SUA,2,62,,S,32SUA@2
32SUN,2,70,,S,32SUN@2
32SUS,2,49,SpoIIAA-like,S,32SUS@2
32SUT,2,95,H-type lectin domain,S,32SUT@2
32SUV,2,30,,S,32SUV@2
32SUX,2,49,NADH ubiquinone oxidoreductase complex i intermediate-associated protein 30,S,32SUX@2
32SV1,2,130,Protein of unknown function (DUF3015),S,32SV1@2
32SV6,2,105,,S,32SV6@2
32SV8,2,83,,S,32SV8@2
32SV9,2,36,,S,32SV9@2
32SVD,2,32,Protein of unknown function (DUF1569),S,32SVD@2
32SVH,2,84,Putative lumazine-binding,S,32SVH@2
32SVM,2,60,Domain of unknown function (DU1801),S,32SVM@2
32SVP,2,56,,S,32SVP@2
32SVJ,2,558,Protein of unknown function (DUF3263),S,32SVJ@2
32SVU,2,77,"Psort location CytoplasmicMembrane, score",S,32SVU@2
32SVX,2,118,Protein of unknown function (DUF760),S,32SVX@2
32SW6,2,118,atp synthase,S,32SW6@2
32SW8,2,90,Copper resistance protein,S,32SW8@2
32SWH,2,50,,S,32SWH@2
32SWG,2,170,"Psort location Cytoplasmic, score",S,32SWG@2
32SWS,2,114,,S,32SWS@2
32SWY,2,80,,S,32SWY@2
32SX9,2,31,,S,32SX9@2
32SXD,2,46,,S,32SXD@2
32SXK,2,76,,S,32SXK@2
32SXM,2,95,,S,32SXM@2
32SXV,2,93,Domain of unknown function (DUF3127),S,32SXV@2
32SXW,2,37,,S,32SXW@2
32SXZ,2,26,,S,32SXZ@2
32SY3,2,58,,S,32SY3@2
32SY5,2,74,,S,32SY5@2
32SY7,2,50,Prophage minor tail protein Z (GPZ),S,32SY7@2
32SY9,2,97,Protein of unknown function (DUF1203),S,32SY9@2
32SYC,2,46,,S,32SYC@2
32SYI,2,102,,S,32SYI@2
32SYQ,2,145,,S,32SYQ@2
32SZ1,2,37,Mycothiol maleylpyruvate isomerase N-terminal domain,S,32SZ1@2
32SZ6,2,58,,S,32SZ6@2
32SZC,2,141,Belongs to the cytochrome c oxidase bacterial subunit CtaF family,C,32SZC@2
32SZF,2,284,Domain of unknown function (DUF4260),S,32SZF@2
32SZV,2,31,,S,32SZV@2
32SZZ,2,53,,S,32SZZ@2
32T03,2,212,Essential for the localization of CwlJ in the spore coat and for spore germination triggered by calcium and dipicolinic acid (DPA). Its assembly into the spore coat is dependent on the coat morphogenetic proteins CotE and SpoIVA,S,32T03@2
32T0D,2,114,Protein of unknown function (DUF3146),S,32T0D@2
32T0J,2,61,,S,32T0J@2
32T0P,2,169,,S,32T0P@2
32T0R,2,43,DoxX-like family,S,32T0R@2
32T0S,2,144,Domain of unknown function (DUF4383),S,32T0S@2
32T13,2,38,,S,32T13@2
32T1A,2,46,,S,32T1A@2
32T1D,2,35,,S,32T1D@2
32T1U,2,232,Branched-chain amino acid transport protein (AzlD),S,32T1U@2
32T1V,2,142,PFAM TadE family protein,S,32T1V@2
32T1W,2,73,,S,32T1W@2
32T20,2,74,,S,32T20@2
32T27,2,46,,S,32T27@2
32T2F,2,62,,S,32T2F@2
32T2H,2,223,T4-like virus tail tube protein gp19,S,32T2H@2
32T2K,2,56,,S,32T2K@2
32T3F,2,64,,S,32T3F@2
32T3U,2,63,Double zinc ribbon,S,32T3U@2
32T41,2,77,,S,32T41@2
32T42,2,87,,S,32T42@2
32T47,2,54,,S,32T47@2
32T48,2,40,,S,32T48@2
32T4D,2,30,Domain of unknown function (DUF4149),S,32T4D@2
32T50,2,40,,S,32T50@2
32T5B,2,73,,S,32T5B@2
32T5X,2,98,,S,32T5X@2
32T61,2,124,Tripartite tricarboxylate transporter TctB family,S,32T61@2
32T6W,2,106,Inovirus Gp2,S,32T6W@2
32T6Z,2,22,,S,32T6Z@2
32T75,2,37,,S,32T75@2
32T79,2,77,COG NOG19094 non supervised orthologous group,S,32T79@2
32T7B,2,63,Putative bacterial sensory transduction regulator,S,32T7B@2
32T7N,2,71,,S,32T7N@2
32T7R,2,183,Protein of unknown function (DUF2500),S,32T7R@2
32T7V,2,95,,S,32T7V@2
32T7W,2,133,Stress responsive A/B Barrel Domain,S,32T7W@2
32T81,2,49,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",S,32T81@2
32T87,2,97,,S,32T87@2
32T89,2,74,,S,32T89@2
32T8C,2,65,,S,32T8C@2
32T8S,2,58,,S,32T8S@2
32T8T,2,20,Domain of unknown function (DUF4329),S,32T8T@2
32T97,2,105,,S,32T97@2
32T9G,2,104,,S,32T9G@2
32T9Z,2,27,Protein of unknown function (DUF3169),S,32T9Z@2
32TA0,2,39,regulation of mRNA stability,S,32TA0@2
32TA6,2,376,,S,32TA6@2
32TA9,2,47,"Psort location Cytoplasmic, score",S,32TA9@2
32TAA,2,115,,S,32TAA@2
32TAD,2,133,Ceramidase,S,32TAD@2
32TAJ,2,75,Cell division protein FtsJ,S,32TAJ@2
32TAN,2,131,,S,32TAN@2
32TAQ,2,99,Transglutaminase-like superfamily,S,32TAQ@2
32TAR,2,76,YlaH-like protein,S,32TAR@2
32TAZ,2,56,Phage protein (N4 Gp49/phage Sf6 gene 66) family,S,32TAZ@2
32TB7,2,112,membrane,S,32TB7@2
32TB9,2,62,Catalyzes the oxidation of primary alcohols including methanol,M,32TB9@2
32TBA,2,357,copper ion homeostasis,S,32TBA@2
32TBE,2,96,"Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters",K,32TBE@2
32TBM,2,98,,S,32TBM@2
32TC0,2,102,Tripartite tricarboxylate transporter TctB family,S,32TC0@2
32TCD,2,103,,S,32TCD@2
32TCG,2,51,,S,32TCG@2
32TCJ,2,41,,S,32TCJ@2
32TCM,2,211,,S,32TCM@2
32TCR,2,33,,S,32TCR@2
32TCV,2,539,"4 iron, 4 sulfur cluster binding",K,32TCV@2
32TD0,2,192,Protein of unknown function (DUF3124),S,32TD0@2
32TD2,2,159,,S,32TD2@2
32TDJ,2,32,Domain of unknown function (DUF4367),S,32TDJ@2
32TDX,2,39,Protein of unknown function (DUF3024),S,32TDX@2
32TDY,2,25,Domain of unknown function (DUF4345),S,32TDY@2
32TE4,2,56,Protein of unknown function with HXXEE motif,S,32TE4@2
32TE6,2,120,,S,32TE6@2
32TEI,2,74,Protein of unknown function (DUF3093),S,32TEI@2
32TEU,2,50,,S,32TEU@2
32TF2,2,136,SOS response,S,32TF2@2
32TF3,2,148,"Putative Actinobacterial Holin-X, holin superfamily III",S,32TF3@2
32TF7,2,108,TIGRFAM Photosystem II protein PsbQ,S,32TF7@2
32TFZ,2,39,,S,32TFZ@2
32TG5,2,30,,S,32TG5@2
32TGC,2,80,,S,32TGC@2
32TGE,2,98,,S,32TGE@2
32TGG,2,60,,S,32TGG@2
32TGW,2,33,,S,32TGW@2
32TGY,2,33,,S,32TGY@2
32THI,2,54,PFAM SapC family protein,S,32THI@2
32TI1,2,73,,S,32TI1@2
32TID,2,126,,S,32TID@2
32TIE,2,78,,S,32TIE@2
32TIK,2,90,Domain of unknown function (DUF4252),S,32TIK@2
32TIN,2,117,,S,32TIN@2
32TIY,2,83,,S,32TIY@2
32TJ5,2,48,,S,32TJ5@2
32TJF,2,64,,S,32TJF@2
32TJS,2,47,,S,32TJS@2
32TJX,2,83,,S,32TJX@2
32TKC,2,35,,S,32TKC@2
32TKA,2,345,flagellar operon protein,S,32TKA@2
32TKD,2,29,TIR domain,S,32TKD@2
32TKJ,2,24,Domain of unknown function (DUF1992),S,32TKJ@2
32TKW,2,77,,S,32TKW@2
32TKZ,2,44,,S,32TKZ@2
32TM0,2,99,,S,32TM0@2
32TM9,2,36,Domain of unknown function (DUF1992),S,32TM9@2
32TME,2,142,,S,32TME@2
32TMG,2,81,,S,32TMG@2
32TMJ,2,24,PAP2 superfamily C-terminal,S,32TMJ@2
32TMN,2,40,,S,32TMN@2
32TN5,2,55,,S,32TN5@2
32TNJ,2,213,Domain of unknown function (DUF4864),S,32TNJ@2
32TNS,2,138,aminopeptidase,S,32TNS@2
32TNY,2,357,Domain of unknown function (DUF1992),S,32TNY@2
32TP9,2,178,DoxX-like family,S,32TP9@2
32TPU,2,210,Protein of unknown function (DUF3052),S,32TPU@2
32TQR,2,76,"Psort location Cytoplasmic, score",S,32TQR@2
32TRA,2,47,Domain of unknown function (DUF4251),S,32TRA@2
32TRG,2,75,Protein of unknown function (DUF1878),S,32TRG@2
32TRN,2,32,,S,32TRN@2
32TRR,2,58,Domain of unknown function (DUF4352),S,32TRR@2
32TRU,2,36,,S,32TRU@2
32TS1,2,48,,S,32TS1@2
32TSA,2,51,Copper amine oxidase,S,32TSA@2
32TTI,2,358,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",C,32TTI@2
32TTR,2,33,,S,32TTR@2
32TU1,2,86,,S,32TU1@2
32TUF,2,337,,S,32TUF@2
32TUJ,2,55,Spore coat protein,S,32TUJ@2
32TUN,2,178,,S,32TUN@2
32TUY,2,189,,S,32TUY@2
32TV5,2,82,crispr-associated protein,S,32TV5@2
32TVC,2,97,ParD-like antitoxin of type II bacterial toxin-antitoxin system,S,32TVC@2
32TW0,2,20,Protein of unknown function (DUF1571),S,32TW0@2
32TW9,2,216,Protein of unknown function (DUF4233),S,32TW9@2
32TWR,2,130,cellular response to cadmium ion,S,32TWR@2
32TWU,2,72,Protein of unknown function (DUF3243),S,32TWU@2
32TWV,2,149,Early cell division protein that marks the future cell division site and supports proper FtsZ ring positioning,D,32TWV@2
32TX0,2,224,CopG domain protein DNA-binding domain protein,S,32TX0@2
32TX7,2,43,ABC-2 family transporter protein,S,32TX7@2
32TXC,2,213,,S,32TXC@2
32TXG,2,64,,S,32TXG@2
32TXH,2,31,,S,32TXH@2
32TXJ,2,120,,S,32TXJ@2
32TXR,2,129,Protein of unknown function (DUF2511),S,32TXR@2
32TY6,2,30,Nitrile hydratase beta subunit,S,32TY6@2
32TYF,2,51,,S,32TYF@2
32TYP,2,64,,S,32TYP@2
32TZB,2,82,,S,32TZB@2
32TZD,2,68,,S,32TZD@2
32TZS,2,75,,S,32TZS@2
32TZU,2,32,,S,32TZU@2
32U0B,2,70,Stress responsive,S,32U0B@2
32U0G,2,110,,S,32U0G@2
32U0T,2,65,PrcB C-terminal,S,32U0T@2
32U1C,2,17,,S,32U1C@2
32U1P,2,29,Protein of unknown function (DUF3105),S,32U1P@2
32U1X,2,63,,S,32U1X@2
32U20,2,57,shape-determining protein,S,32U20@2
32U27,2,42,,S,32U27@2
32U2A,2,59,,S,32U2A@2
32U2V,2,95,Protein of unknown function (DUF3168),S,32U2V@2
32U2X,2,28,EH_Signature domain,S,32U2X@2
32U30,2,196,,S,32U30@2
32U3H,2,44,,S,32U3H@2
32U3N,2,29,,S,32U3N@2
32U3S,2,81,YmaF family,S,32U3S@2
32U3R,2,240,"Curli production assembly transport component, CsgF",S,32U3R@2
32U4H,2,80,,S,32U4H@2
32U4U,2,155,,S,32U4U@2
32U5E,2,119,,S,32U5E@2
32U6D,2,38,,S,32U6D@2
32U6G,2,20,,S,32U6G@2
32U6V,2,48,LTXXQ motif family protein,S,32U6V@2
32U7R,2,149,BofC C-terminal domain,S,32U7R@2
32U7S,2,125,phenol hydroxylase,S,32U7S@2
32U84,2,67,,S,32U84@2
32U8N,2,27,,S,32U8N@2
32U91,2,139,,S,32U91@2
32U94,2,67,,S,32U94@2
32U9K,2,258,Family of unknown function (DUF5319),S,32U9K@2
32U9P,2,20,,S,32U9P@2
32U9W,2,277,Putative amino acid metabolism,S,32U9W@2
32UAD,2,113,,S,32UAD@2
32UAP,2,70,,S,32UAP@2
32UAS,2,54,,S,32UAS@2
32UAW,2,14,Stress responsive A/B Barrel Domain,S,32UAW@2
32UB7,2,56,,S,32UB7@2
32UB9,2,59,,S,32UB9@2
32UBF,2,42,,S,32UBF@2
32UBH,2,44,YtpI-like protein,S,32UBH@2
32UBP,2,85,,S,32UBP@2
32UBS,2,41,Domain of unknown function (DUF4383),S,32UBS@2
32UC0,2,118,,S,32UC0@2
32UC2,2,75,general stress protein,S,32UC2@2
32UC7,2,53,Glycosyltransferase family 52,S,32UC7@2
32UCF,2,144,,S,32UCF@2
32UCJ,2,36,,S,32UCJ@2
32UCW,2,62,,S,32UCW@2
32UD1,2,42,Bacteriophage Gp15 protein,S,32UD1@2
32UDA,2,106,,S,32UDA@2
32UDI,2,96,,S,32UDI@2
32UDM,2,69,Protein of unknown function (DUF3990),S,32UDM@2
32UF1,2,121,,S,32UF1@2
32UFC,2,64,,S,32UFC@2
32UFV,2,46,,S,32UFV@2
32UG7,2,29,,S,32UG7@2
32UH1,2,53,Domain of unknown function (DUF4282),S,32UH1@2
32UH2,2,103,Conjugal transfer protein,S,32UH2@2
32UHI,2,193,"Elongation factor G-binding protein, N-terminal",S,32UHI@2
32UHX,2,59,,S,32UHX@2
32UI3,2,30,,S,32UI3@2
32UIA,2,58,Protein of unknown function (DUF2812),S,32UIA@2
32UIB,2,32,Protein of unknown function (DUF3021),S,32UIB@2
32UIF,2,135,,S,32UIF@2
32UIH,2,70,"Peptidoglycan-binding protein, CsiV",S,32UIH@2
32UIM,2,153,Kinase associated protein B,G,32UIM@2
32UIZ,2,51,Protein of unknown function (DUF1282),S,32UIZ@2
32UK2,2,115,Protein of unknown function (DUF4232),S,32UK2@2
32UKC,2,124,general secretion pathway protein,S,32UKC@2
32UKH,2,201,,S,32UKH@2
32UKZ,2,39,,S,32UKZ@2
32UM5,2,31,,S,32UM5@2
32UM6,2,64,Ion transport,P,32UM6@2
32UM7,2,47,,S,32UM7@2
32UMQ,2,47,Protein of unknown function (DUF3795),S,32UMQ@2
32UMR,2,110,,S,32UMR@2
32UN7,2,73,,S,32UN7@2
32UNB,2,329,,S,32UNB@2
32UNU,2,47,,S,32UNU@2
32UNV,2,40,,S,32UNV@2
32UPC,2,239,,S,32UPC@2
32UPR,2,36,,S,32UPR@2
32UR1,2,83,,S,32UR1@2
32UR5,2,63,Protein of unknown function (DUF2867),S,32UR5@2
32URC,2,72,,S,32URC@2
32URS,2,54,,S,32URS@2
32URV,2,429,,S,32URV@2
32US3,2,46,,S,32US3@2
32USD,2,94,,S,32USD@2
32USG,2,11,Protein of unknown function (DUF3467),S,32USG@2
32UT1,2,42,Protein of unknown function (DUF2726),S,32UT1@2
32UT5,2,37,Tripartite tricarboxylate transporter TctB family,S,32UT5@2
32UTM,2,35,"Psort location CytoplasmicMembrane, score",S,32UTM@2
32UTX,2,47,,S,32UTX@2
32UTZ,2,148,,S,32UTZ@2
32UVT,2,73,,S,32UVT@2
32UXA,2,32,,S,32UXA@2
32UXC,2,60,,S,32UXC@2
32UXB,2,209,SPW repeat,S,32UXB@2
32UXY,2,39,Domain of unknown function (DUF4234),S,32UXY@2
32UY8,2,46,,S,32UY8@2
32UYD,2,27,,S,32UYD@2
32UYM,2,120,Putative coat protein,S,32UYM@2
32UYY,2,130,,S,32UYY@2
32UZ0,2,54,"Psort location CytoplasmicMembrane, score",S,32UZ0@2
32UZ2,2,79,Domain of unknown function (DUF4923),S,32UZ2@2
32UZ7,2,134,Protein of unknown function (DUF2933),S,32UZ7@2
32UZG,2,14,PFAM PEGA domain,S,32UZG@2
32UZW,2,30,,S,32UZW@2
32UZZ,2,22,,S,32UZZ@2
32V07,2,58,,S,32V07@2
32V0A,2,87,,S,32V0A@2
32V0G,2,27,,S,32V0G@2
32V0H,2,97,,S,32V0H@2
32V2R,2,135,Protein of unknown function (DUF2797),S,32V2R@2
32V3S,2,46,,S,32V3S@2
32V47,2,68,Lipid A 3-O-deacylase (PagL),S,32V47@2
32V55,2,27,,S,32V55@2
32V5I,2,75,,S,32V5I@2
32V60,2,71,,S,32V60@2
32V6C,2,103,Protein of unknown function (DUF3239),S,32V6C@2
32V6S,2,59,Domain of unknown function (DUF4340),S,32V6S@2
32V71,2,36,,S,32V71@2
32V70,2,115,Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ),S,32V70@2
32V7V,2,62,SPW repeat,S,32V7V@2
32V8E,2,34,,S,32V8E@2
32V8I,2,112,,S,32V8I@2
32V94,2,62,,S,32V94@2
32V8W,2,247,Putative bacterial sensory transduction regulator,S,32V8W@2
32V9T,2,99,,S,32V9T@2
32VA9,2,78,,S,32VA9@2
32VBG,2,67,,S,32VBG@2
32VBH,2,72,,S,32VBH@2
32VBI,2,169,,S,32VBI@2
32VCI,2,53,,S,32VCI@2
32VCY,2,81,,S,32VCY@2
32VDB,2,42,,S,32VDB@2
32VE4,2,57,,S,32VE4@2
32VE6,2,65,,S,32VE6@2
32VEE,2,46,Immunity protein 21,S,32VEE@2
32VFB,2,37,,S,32VFB@2
32VG9,2,40,Protein of unknown function (DUF2975),S,32VG9@2
32VGE,2,32,"Transmembrane family 220, helix",S,32VGE@2
32VGH,2,26,,S,32VGH@2
32VGG,2,44,,S,32VGG@2
32VGS,2,54,Domain of unknown function (DUF4249),S,32VGS@2
32VH8,2,83,,S,32VH8@2
32VI6,2,36,,S,32VI6@2
32VJ4,2,39,Domain of unknown function (DUF4340),S,32VJ4@2
32VJN,2,55,"Psort location CytoplasmicMembrane, score",S,32VJN@2
32VK6,2,178,Protein of unknown function (DUF1523),S,32VK6@2
32VK7,2,36,,S,32VK7@2
32VKV,2,112,,S,32VKV@2
32VMR,2,41,,S,32VMR@2
32VNG,2,32,,S,32VNG@2
32VPP,2,57,,S,32VPP@2
32VR9,2,81,Domain of unknown function (DUF4168),S,32VR9@2
32VRJ,2,101,,S,32VRJ@2
32VRV,2,69,,S,32VRV@2
32VSC,2,22,,S,32VSC@2
32VSH,2,44,,S,32VSH@2
32VSV,2,95,,S,32VSV@2
32VTI,2,40,,S,32VTI@2
32VTR,2,58,,S,32VTR@2
32VTZ,2,96,,M,32VTZ@2
32VUE,2,54,,S,32VUE@2
32VUS,2,44,,S,32VUS@2
32VVB,2,41,,S,32VVB@2
32VVI,2,66,,S,32VVI@2
32VVX,2,14,,S,32VVX@2
32VWH,2,51,Protein of unknown function (DUF3140),S,32VWH@2
32VXZ,2,68,"PFAM Nitrile hydratase, beta subunit",S,32VXZ@2
32VYA,2,25,Protein of unknown function (DUF3108),S,32VYA@2
32VZ6,2,69,,S,32VZ6@2
32VZC,2,87,PilZ domain,S,32VZC@2
32VZH,2,91,Protein of unknown function (DUF1266),S,32VZH@2
32W0E,2,57,,S,32W0E@2
32W2E,2,39,,S,32W2E@2
32W2Q,2,114,Protein of unknown function (DUF1516),S,32W2Q@2
32W34,2,576,,S,32W34@2
32W3C,2,34,,S,32W3C@2
32W6G,2,69,,S,32W6G@2
32W6K,2,37,,S,32W6K@2
32W73,2,64,,S,32W73@2
32W75,2,179,Protein of unknown function (DUF3013),S,32W75@2
32W7U,2,45,,S,32W7U@2
32W8D,2,120,Protein of unknown function (DUF3108),S,32W8D@2
32W8F,2,29,,S,32W8F@2
32W8Z,2,64,,S,32W8Z@2
32WAU,2,38,,S,32WAU@2
32WAV,2,53,,S,32WAV@2
32WB7,2,72,,S,32WB7@2
32WBE,2,34,,S,32WBE@2
32WBV,2,63,Protein of unknown function (DUF2533),S,32WBV@2
32WE5,2,68,Domain of Unknown Function (DUF930),S,32WE5@2
32WEB,2,49,sporulation protein,S,32WEB@2
32WFN,2,66,,S,32WFN@2
32WGC,2,74,Protein of unknown function (DUF2812),S,32WGC@2
32WH9,2,50,"PFAM Cell wall assembly cell proliferation coordinating protein, KNR4-like",S,32WH9@2
32WHA,2,29,,S,32WHA@2
32WIH,2,37,,S,32WIH@2
32WN4,2,21,,S,32WN4@2
32WND,2,69,,S,32WND@2
32WP2,2,36,DinB superfamily,S,32WP2@2
32WPE,2,41,,S,32WPE@2
32WPP,2,28,,S,32WPP@2
32WQ2,2,34,,S,32WQ2@2
32WRF,2,503,LytR cell envelope-related transcriptional attenuator,S,32WRF@2
32WRW,2,33,,S,32WRW@2
32WTC,2,49,AAA domain,S,32WTC@2
32WTQ,2,42,,S,32WTQ@2
32WUX,2,199,membrane,S,32WUX@2
32WVC,2,80,,S,32WVC@2
32WVP,2,51,Protein of unknown function (DUF4241),S,32WVP@2
32WWW,2,30,,S,32WWW@2
32WXC,2,47,hydrolase acyltransferase,S,32WXC@2
32WY3,2,32,Methylmuconolactone methyl-isomerase,S,32WY3@2
32WYA,2,58,DoxX-like family,S,32WYA@2
32X0Q,2,86,DoxX-like family,S,32X0Q@2
32X11,2,25,Domain of unknown function (DUF4149),S,32X11@2
32X2Z,2,58,,S,32X2Z@2
32X3Q,2,72,YtpI-like protein,S,32X3Q@2
32X40,2,85,LTXXQ motif family protein,S,32X40@2
32X58,2,99,Golgi phosphoprotein 3 (GPP34),S,32X58@2
32X86,2,55,,S,32X86@2
32X99,2,127,,S,32X99@2
32X9B,2,88,Domain of unknown function (DUF4893),S,32X9B@2
32XAF,2,84,,S,32XAF@2
32XB1,2,111,twin-arginine translocation pathway signal protein,S,32XB1@2
32XC5,2,46,,S,32XC5@2
32XD0,2,144,Domain of unknown function (DUF4253),S,32XD0@2
32XD6,2,59,,S,32XD6@2
32XDB,2,59,,S,32XDB@2
32XDG,2,117,Dehydrogenase,S,32XDG@2
32XDK,2,47,,S,32XDK@2
32XDT,2,75,,S,32XDT@2
32XDU,2,24,,S,32XDU@2
32XE8,2,28,,S,32XE8@2
32XF9,2,38,,S,32XF9@2
32XFK,2,101,,S,32XFK@2
32XGC,2,22,,S,32XGC@2
32XGF,2,99,,S,32XGF@2
32XGI,2,67,,S,32XGI@2
32XH4,2,54,Protein of unknown function (DUF2535),S,32XH4@2
32XHD,2,80,,S,32XHD@2
32XHQ,2,101,cation transporter,S,32XHQ@2
32XI5,2,68,Domain of unknown function (DUF4262),S,32XI5@2
32XIA,2,22,,S,32XIA@2
32XIY,2,37,,S,32XIY@2
32XKC,2,35,,S,32XKC@2
32XKH,2,62,"Psort location Cytoplasmic, score 8.96",S,32XKH@2
32XMH,2,55,,S,32XMH@2
32XN3,2,73,,S,32XN3@2
32XPP,2,43,,S,32XPP@2
32XPU,2,28,,S,32XPU@2
32XQ0,2,35,,S,32XQ0@2
32XQ6,2,82,,S,32XQ6@2
32XQY,2,71,,S,32XQY@2
32XSF,2,52,,S,32XSF@2
32XT4,2,57,,S,32XT4@2
32XTN,2,113,MerC mercury resistance protein,S,32XTN@2
32XUG,2,60,,S,32XUG@2
32XV6,2,50,,S,32XV6@2
32XVS,2,76,,S,32XVS@2
32XVZ,2,111,Sporulation and cell division repeat protein,S,32XVZ@2
32XW8,2,63,YhdB-like protein,S,32XW8@2
32XWN,2,74,ATP synthase,S,32XWN@2
32XZR,2,116,"Phage tail assembly chaperone protein, TAC",S,32XZR@2
32XZT,2,117,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",C,32XZT@2
32Y01,2,44,,S,32Y01@2
32Y09,2,21,,S,32Y09@2
32Y0C,2,72,,S,32Y0C@2
32Y0F,2,22,,S,32Y0F@2
32Y0E,2,264,"PFAM Small, acid-soluble spore proteins, alpha beta type",S,32Y0E@2
32Y0K,2,181,Protein of unknown function (DUF3072),S,32Y0K@2
32Y0S,2,105,histone H1-like protein,S,32Y0S@2
32Y0U,2,96,YlaH-like protein,S,32Y0U@2
32Y0V,2,88,,S,32Y0V@2
32Y10,2,70,,S,32Y10@2
32Y12,2,278,ParD-like antitoxin of type II bacterial toxin-antitoxin system,S,32Y12@2
32Y13,2,59,,S,32Y13@2
32Y15,2,127,"Psort location CytoplasmicMembrane, score",S,32Y15@2
32Y1N,2,92,Protein of unknown function (DUF2750),S,32Y1N@2
32Y1Q,2,161,,S,32Y1Q@2
32Y20,2,77,,S,32Y20@2
32Y24,2,120,Protein of unknown function (DUF3288),S,32Y24@2
32Y28,2,143,Ion transport 2 domain protein,P,32Y28@2
32Y2F,2,88,YtkA-like,S,32Y2F@2
32Y2U,2,73,,S,32Y2U@2
32Y2X,2,135,Domain of unknown function (DUF4430),S,32Y2X@2
32Y2Y,2,51,,S,32Y2Y@2
32Y33,2,151,,S,32Y33@2
32Y35,2,64,,S,32Y35@2
32Y36,2,93,,S,32Y36@2
32Y3E,2,96,,S,32Y3E@2
32Y3H,2,104,,S,32Y3H@2
32Y3I,2,64,,S,32Y3I@2
32Y3P,2,83,,S,32Y3P@2
32Y3R,2,43,Protein of unknown function (DUF2788),S,32Y3R@2
32Y3S,2,60,ABC-2 family transporter protein,S,32Y3S@2
32Y43,2,48,,S,32Y43@2
32Y4P,2,33,,S,32Y4P@2
32Y4N,2,317,CotJB protein,S,32Y4N@2
32Y50,2,125,NAD(P)H dehydrogenase subunit S,S,32Y50@2
32Y53,2,49,Family of unknown function (DUF5320),S,32Y53@2
32Y54,2,11,MerC mercury resistance protein,S,32Y54@2
32Y56,2,158,,S,32Y56@2
32Y59,2,54,,S,32Y59@2
32Y58,2,223,Domain of unknown function (DUF4295),S,32Y58@2
32Y5A,2,101,,S,32Y5A@2
32Y5H,2,33,"Psort location Cytoplasmic, score 8.87",S,32Y5H@2
32Y5M,2,114,Short C-terminal domain,S,32Y5M@2
32Y5P,2,137,Putative prokaryotic signal transducing protein,S,32Y5P@2
32Y5Q,2,145,,S,32Y5Q@2
32Y5R,2,401,Putative flagellar,N,32Y5R@2
32Y5V,2,44,,S,32Y5V@2
32Y5Z,2,91,,S,32Y5Z@2
32Y66,2,145,,S,32Y66@2
32Y67,2,51,,S,32Y67@2
32Y69,2,94,VRR-NUC domain,S,32Y69@2
32Y6E,2,278,Domain of unknown function (DUF370),S,32Y6E@2
32Y6H,2,118,"Psort location Cytoplasmic, score",S,32Y6H@2
32Y6J,2,161,Stage VI sporulation protein F,S,32Y6J@2
32Y6I,2,388,Protein of unknown function (DUF1416),S,32Y6I@2
32Y6R,2,120,,S,32Y6R@2
32Y6T,2,234,Lipoprotein,S,32Y6T@2
32Y6U,2,88,Protein of unknown function (DUF2752),S,32Y6U@2
32Y6W,2,65,,S,32Y6W@2
32Y71,2,42,Protein of unknown function (DUF2809),S,32Y71@2
32Y75,2,91,,S,32Y75@2
32Y79,2,98,,S,32Y79@2
32Y7B,2,292,cobalt transporter,S,32Y7B@2
32Y7E,2,124,,S,32Y7E@2
32Y7H,2,96,Protein of unknown function (DUF2956),S,32Y7H@2
32Y7G,2,392,Protein of unknown function (DUF2752),S,32Y7G@2
32Y7K,2,60,,S,32Y7K@2
32Y7Q,2,170,Protein of unknown function (Porph_ging),S,32Y7Q@2
32Y7X,2,128,,S,32Y7X@2
32Y7Y,2,44,,S,32Y7Y@2
32Y82,2,96,,S,32Y82@2
32Y88,2,286,VRR-NUC domain protein,S,32Y88@2
32Y8D,2,68,,S,32Y8D@2
32Y8V,2,32,,S,32Y8V@2
32Y91,2,208,,S,32Y91@2
32Y92,2,33,,S,32Y92@2
32Y98,2,56,,S,32Y98@2
32Y97,2,537,Protein of unknown function (DUF3117),S,32Y97@2
32Y99,2,81,,S,32Y99@2
32Y9E,2,78,,S,32Y9E@2
